,0_Clim_Prescott_LindaGregory.tif,0_U_15v1.tif,0_U_TH_15.tif,0_dem_foc2.tif,0_er_depg.tif,0_gg_clip.tif,0_k_15v5.tif,0_tpi_300.tif,X,Y,target,prediction
0,-9999.0,-3.402823466385289e+38,-3.402823466385289e+38,-3.402823466385289e+38,0.0,-3.402823466385289e+38,-3.402823060737096e+38,-3.402823466385289e+38,121.4249,-27.5435,741.9,0.0
1,0.11485680937767027,0.7439269423484802,0.088007852435112,466.9737243652344,2.0,0.016213443130254745,0.7073948979377747,-0.03171413391828537,121.41599,-27.52233,1854.75,1060.8664180426358
2,0.114634208381176,0.8631535768508911,0.06802255660295486,468.3061828613281,2.0,0.047841984778642654,0.9286556243896484,-0.014165999367833138,121.49407,-27.52181,519.33,916.5322161177419
3,0.11480151116847992,0.8946506977081299,0.06961888074874878,467.1095275878906,2.0,0.004806193057447672,0.792319655418396,-0.10002398490905763,121.44511000000001,-27.52116,667.71,1779.982619452522
4,0.11553562432527542,1.4495886564254759,0.10408937931060792,470.8838195800781,2.0,-0.028475346043705937,1.158453345298767,0.007907475344836712,121.37364,-27.5176,1038.66,631.3808409484453
5,0.11618321388959885,0.4766452312469482,0.055470161139965064,469.5715026855469,1.0,0.012666241265833378,0.766586184501648,-0.09611600637435913,121.39058,-27.51315,3857.88,2412.215085597266
6,0.11528656631708145,2.2436048984527592,0.17109932005405426,471.93115234375,2.0,0.047113120555877686,0.7570008039474487,0.039870832115411765,121.47456000000001,-27.505209999999998,370.95,1006.1421346298564
7,0.11610855162143707,0.07451818883419037,0.008247822523117065,469.7770690917969,2.0,0.01878944411873817,0.7200441956520081,-0.1962772905826569,121.42736000000001,-27.50453,2225.7,3099.938684787324
8,0.11685948073863985,0.4425652325153351,0.06273908913135529,471.7596740722656,2.0,0.020960019901394844,0.8282511234283447,0.3128982484340668,121.38471000000001,-27.49581,2967.6,714.4413483316702
9,0.11610033363103868,1.1420626640319824,0.1905665248632431,472.2544555664063,1.0,0.03298170119524002,0.6326685547828674,-0.3839118480682373,121.43636000000001,-27.494659999999996,2003.13,1431.5614366996576
10,0.1159779205918312,1.288715958595276,0.10008250921964644,474.65997314453125,2.0,0.04866440966725349,0.6109578609466553,0.2304891794919968,121.45785,-27.49028,370.95,1093.4414252008066
11,0.11592845618724824,1.5423688888549805,0.10098189860582353,477.33795166015625,2.0,0.03965964540839195,0.7095562219619751,-0.13628365099430084,121.48233,-27.486040000000003,296.76,1139.9443000404224
12,0.11650130897760393,1.3072366714477541,0.08746311813592911,481.6590881347656,2.0,0.011074160225689413,0.6155484318733215,-0.07352260500192642,121.48503000000001,-27.46957,593.52,474.1411704374898
13,0.11648016422986986,0.8284330368041992,0.056721474975347526,482.24749755859375,2.0,0.0069559989497065535,0.6730580329895021,-0.20105329155921936,121.48768999999999,-27.467990000000004,593.52,458.1742934411266
14,0.11733023822307588,0.5047842860221863,0.07203001528978348,475.9136047363281,2.0,-0.018527012318372726,0.9329903125762941,-0.1261916309595108,121.37998,-27.464570000000002,1706.37,401.52124606390583
15,0.1166227012872696,1.531291127204895,0.20050768554210666,475.91552734375,2.0,-0.034598961472511285,0.8011477589607239,-0.01831371337175369,121.36206999999999,-27.464409999999997,816.09,756.9954113077874
16,0.11738156527280807,0.37818795442581177,0.05235180258750916,477.2033081054688,2.0,-0.005571318790316582,0.7903710603713989,-0.07657155394554138,121.39228,-27.459459999999996,4006.26,661.7860711471878
17,0.11867722868919373,1.4076597690582275,0.14512743055820465,479.97369384765625,2.0,0.01846926286816597,0.7040442824363708,-0.8241538405418396,121.42371999999999,-27.45203,2596.65,773.3674180529059
18,0.11864692717790605,0.7543744444847107,0.08706974983215332,480.5968627929688,1.0,0.015898622572422028,0.7279148101806641,-1.0682141780853271,121.42452,-27.449209999999997,667.71,1962.285834953533
